theta_0,sigma
1.4325393,1.5763898
1.3965839,1.404073
1.564956,1.2909205
1.3197832,1.4160705
1.6170564,1.2710199
1.234913,1.1975887
1.616396,1.2591674
1.3284378,1.2423954
1.4622982,1.4829973
1.4723947,1.5464802
1.5408748,1.2508891
1.4870747,1.4525044
1.130616,1.4627903
1.5944343,1.4178445
1.3762882,1.2132304
1.3619092,1.5480127
1.3698306,1.226311
1.5451367,1.4391556
1.5254246,1.3916066
1.3909203,1.193544
1.3150295,1.3948675
1.3249314,1.3368211
1.5676674,1.7851881
1.3571233,1.4707308
1.5734354,1.4212627
1.5941303,1.4228809
1.44488,1.5358844
1.1753725,1.3083508
1.5820216,1.5171652
1.4912564,1.3751786
1.3945673,1.3824134
1.499755,1.3809404
1.4244715,1.3753871
1.3392868,1.3438349
1.3783519,1.4065772
1.5665396,1.4209603
1.2706068,1.6679988
1.381003,1.241306
1.5818051,1.5184516
1.2741159,1.2062038
1.6822621,1.3516042
1.6173052,1.3698461
1.5196002,1.4238937
1.3626704,1.2989166
1.3801694,1.6911498
1.3154354,1.1677818
1.3437992,1.1513458
1.723742,1.6326966
1.4054279,1.1558046
1.2511705,1.4413791
1.3684906,1.6273674
1.1103394,1.5318229
1.607719,1.2496755
1.4057131,1.3103555
1.4685254,1.4227264
1.2199342,1.4762305
1.1801828,1.4451108
1.1801828,1.4451108
1.4438808,1.2893192
1.4187478,1.2899277
1.5140666,1.4407711
1.283627,1.4741303
1.3313591,1.3366107
1.5923469,1.379654
1.5923469,1.379654
1.6147537,1.3293625
1.3908644,1.2897474
1.4371257,1.4001321
1.3742503,1.2870347
1.3930992,1.2507052
1.5236299,1.3576918
1.3831627,1.3803096
1.3889416,1.2879695
1.383117,1.4455874
1.3578829,1.3799272
1.2549492,1.3386375
1.5896171,1.4261761
1.2186402,1.3875035
1.4927896,1.3050656
1.4927896,1.3050656
1.4376097,1.4537923
1.1688426,1.2701037
1.1504136,1.2744057
1.0231646,1.4902282
1.2662011,1.4125535
1.3976474,1.33593
1.4289784,1.240073
1.6037879,1.2694905
1.5572987,1.2467918
1.1491256,1.5271641
1.5549365,1.3661296
1.4813249,1.5234162
1.437301,1.3142205
1.5012418,1.4473279
1.396857,1.3716595
1.2694832,1.3747867
1.3688765,1.4098734
1.412307,1.2855973
1.4939225,1.4408922
1.5449092,1.2625209
1.4147701,1.1827257
1.363745,1.6071037
1.2244158,1.7279302
1.5996612,1.1363065
1.3653207,1.2514478
1.4715401,1.4365488
1.2875066,1.3127089
1.2708932,1.4341174
1.414325,1.4179158
1.4756163,1.5224189
1.3378958,1.2793509
1.4503039,1.4442489
1.169685,1.3972114
1.0962833,1.5255845
1.5859635,1.1766273
1.3842094,1.5255281
1.3896042,1.3964815
1.4591931,1.3111715
1.3365374,1.3874516
1.585914,1.4148302
1.5853295,1.4163114
1.5465103,1.5701822
1.4430741,1.2339151
1.4170909,1.2018927
1.0812125,1.1903787
1.22233,1.2354813
1.2313693,1.2470349
1.2617408,1.6099004
1.3295804,1.2430861
1.3295804,1.2430861
1.5482209,1.2723856
1.4897566,1.1824929
1.2961684,1.229711
1.3520821,1.3773974
1.4093697,1.200359
1.480172,1.5884435
1.3617529,1.5456336
1.4306753,1.2996631
1.301037,1.4855118
1.4840362,1.231534
1.5818774,1.2810421
1.6520503,1.4120842
1.5404373,1.3024426
1.6642547,1.5297225
1.7003154,1.4472699
1.2232183,1.4739377
1.6371694,1.418821
1.3937231,1.340737
1.3392626,1.1340911
1.2773672,1.4197361
1.4383668,1.3241582
1.4962043,1.579905
1.4501303,1.2626556
1.132493,1.3322978
1.7322989,1.3634683
1.355431,1.516984
1.5609382,1.2311006
1.5609382,1.2311006
1.32741,1.5251336
1.6450748,1.3230317
1.6505517,1.294776
1.3866767,1.3187525
1.1594543,1.3173289
1.5203818,1.2900534
1.7912154,1.2710977
1.6547902,1.3360829
1.1727954,1.3473744
1.4370916,1.2065257
1.4938161,1.4407555
1.2095393,1.4324435
1.5274479,1.3722222
1.4635282,1.3976941
1.5623022,1.482389
1.4394069,1.3384863
1.3301145,1.3009921
1.3443253,1.3274887
1.6230662,1.4202535
1.1562499,1.3190119
1.4799098,1.2524607
1.5045173,1.224569
1.2436851,1.5821168
1.3420991,1.3673146
1.4884338,1.3539039
1.4784533,1.3865703
1.3692087,1.2712722
1.4656261,1.6619885
1.494069,1.6277375
1.1478925,1.494632
1.359458,1.6138716
1.2057127,1.6623914
1.117739,1.4274545
1.062446,1.4730924
1.4086024,1.5396698
1.3343972,1.4412818
1.4951854,1.2466148
1.4188977,1.427069
1.597726,1.4036938
1.5711889,1.3376164
1.226972,1.5268183
1.6105813,1.337846
1.776628,1.3760204
1.0980953,1.4298067
1.0900608,1.4130988
1.2149476,1.239646
1.4678801,1.4709668
1.3931175,1.3887744
1.174813,1.4656299
1.0979824,1.5418551
1.6285095,1.2269232
1.4372544,1.4004114
1.2854064,1.196163
1.3256724,1.3958443
1.3840818,1.3570032
1.6545644,1.5498066
1.7138885,1.4414456
1.7761741,1.5460358
1.5482389,1.2775517
1.4274933,1.430805
1.2526675,1.4784505
1.5350372,1.550385
1.6150626,1.5119855
1.402393,1.4635805
1.7865635,1.3532548
1.2094312,1.278219
1.7158449,1.1997421
1.667225,1.210131
1.40489,1.3289475
1.4076276,1.5092828
1.6630236,1.3316953
1.5594201,1.518354
1.5335543,1.3549081
1.6222869,1.3920023
1.4947642,1.4484043
1.6532897,1.3615294
1.6320457,1.3904912
1.5293305,1.2922633
1.5980767,1.3812926
1.5378033,1.3781146
1.4937497,1.2881074
1.505235,1.444132
1.0735708,1.5288442
1.5518286,1.3289957
1.427712,1.5102929
1.1063527,1.645912
1.5642649,1.3032434
1.426899,1.4212933
1.4841133,1.3111249
1.3341241,1.4447999
1.2427965,1.4040865
1.6374998,1.5040463
1.4062358,1.2718034
1.3657187,1.4375149
1.2733171,1.2186502
1.0487099,1.4285533
1.23092,1.4402273
1.5014896,1.4084965
1.5346719,1.4659874
1.3430876,1.3574744
1.4398005,1.3706429
1.2445506,1.403465
1.0884881,1.2793419
1.2909719,1.4732888
1.311383,1.50846
1.3259692,1.2421699
1.6097698,1.1562538
0.979456,1.7200398
1.6262517,1.1731104
1.741664,1.1918317
1.3425602,1.6286638
1.458724,1.2564883
1.2666395,1.434704
1.3751804,1.6083935
1.2029579,1.3243136
1.3021004,1.4871659
1.3844742,1.2537932
1.3828226,1.4810469
1.3595283,1.2774814
1.4898366,1.4099925
1.4089587,1.6250147
1.6501832,1.1335675
1.0672545,1.3693106
1.7915376,1.3568535
1.082191,1.356193
0.9612813,1.5861659
1.209696,1.4614844
1.2406007,1.4692447
1.3217767,1.445739
1.4645537,1.2906004
1.5323485,1.4608513
1.3964161,1.3832072
1.1128069,1.534925
1.9049928,1.3358166
1.5054379,1.4396143
1.4296312,1.3987752
1.3722869,1.3297461
1.427802,1.4554973
1.316821,1.3448057
1.2695402,1.5516044
1.2074864,1.4705719
1.3890743,1.5108263
1.2095912,1.434547
1.640315,1.3103938
1.3562834,1.2531412
1.4551262,1.4413502
1.2266362,1.6463604
1.2395717,1.5676222
1.3553782,1.4285574
1.598222,1.3664129
1.3204719,1.441993
1.3972709,1.3398248
1.4016831,1.417685
1.4079717,1.3111475
1.4770885,1.3884001
1.1124185,1.5302539
1.6388569,1.1981978
1.5796192,1.1958956
1.6527439,1.3520991
1.5695359,1.3670992
1.3259736,1.5073762
1.4159845,1.2786794
1.5587012,1.438436
1.2260729,1.3638701
1.7467033,1.2609944
1.3339827,1.6046004
1.4106314,1.1699301
1.3653661,1.214667
1.5628061,1.1499548
1.1300813,1.6605086
1.5441183,1.154991
1.2826327,1.1532187
1.6474043,1.5027986
1.5244098,1.3558751
1.3513128,1.4972508
1.2656165,1.2603921
1.4386622,1.5120246
1.5078483,1.2448406
1.5816289,1.2395939
1.2737072,1.5550258
1.3001617,1.5131524
1.3833768,1.3545568
1.4341954,1.3269578
1.5393444,1.3593602
1.3420384,1.3529552
1.4904929,1.3303118
1.3153635,1.3811706
1.3153635,1.3811706
1.351729,1.4018414
1.635397,1.3432963
1.635397,1.3432963
1.2961336,1.2976344
1.3773587,1.4706333
1.4585935,1.4854784
1.413425,1.3654284
1.3586167,1.2441387
1.2658625,1.1882246
1.6051217,1.5695219
1.2955021,1.2904819
1.5682005,1.394157
1.2846055,1.533429
1.2692254,1.5374734
1.4144329,1.43207
1.3849778,1.242742
1.5022066,1.4022117
1.3759278,1.3009672
1.3237711,1.1606003
1.510545,1.2121361
1.4591427,1.6395946
1.5504065,1.6385274
1.6801865,1.4680285
1.4230018,1.5182319
1.4489461,1.2272557
1.2872224,1.5280921
1.4522389,1.3592194
1.4216673,1.2729391
1.1486089,1.4038346
1.3896278,1.3165226
1.4576237,1.3578908
1.3057264,1.3533036
1.3101345,1.352226
1.432889,1.2498115
1.2076491,1.4282156
1.6170007,1.2984401
1.454052,1.1498425
1.2682328,1.3777843
1.2841824,1.1992544
1.4626034,1.447253
1.4088727,1.3028543
1.3448776,1.3439873
1.2655624,1.5061088
1.253119,1.4891732
1.2738926,1.3455652
1.2965933,1.2306526
1.3464487,1.256769
1.4974272,1.2422307
1.2942097,1.4961677
1.5363688,1.2355179
1.2553416,1.4879805
1.4579178,1.265212
1.6019645,1.5783545
1.4243287,1.6747887
1.4311116,1.3701127
1.5694265,1.3213161
1.9640396,1.301964
1.271658,1.4771255
1.233453,1.5005155
1.2951417,1.487819
1.2312622,1.4597343
1.8754809,1.5616782
2.015924,1.3815192
1.3323876,1.6376889
1.2744517,1.6431289
1.4904134,1.7309675
1.4794514,1.3135763
1.3846285,1.5974014
1.3840852,1.4726354
1.745503,1.4252696
1.3524646,1.320454
1.4372715,1.4530262
1.5441121,1.4855791
1.6231216,1.4448453
1.6376652,1.4418101
1.7371012,1.3239458
1.3396038,1.350055
1.5755485,1.3582735
1.1712947,1.4170004
1.3943003,1.553341
1.7340338,1.3300253
1.6583561,1.6740311
1.8491453,1.5213643
1.7110441,1.5766971
1.595284,1.5426565
1.6294122,1.5680594
1.3533142,1.2228545
1.7835704,1.6200533
1.3803068,1.3699065
1.5029988,1.2899942
1.5876756,1.3670352
1.5876756,1.3670352
1.5800078,1.3373829
1.5022974,1.4284203
1.6182069,1.4387431
1.6915824,1.5813799
1.3194536,1.3348337
1.5404075,1.5901887
1.3592107,1.3964744
1.6227492,1.4599664
1.9955657,1.3344727
1.055926,1.386703
1.1083496,1.3237562
1.6097089,1.4002752
1.4598811,1.3573991
1.6835549,1.4361744
1.6261004,1.4535015
1.5932,1.2607263
1.4569119,1.3807976
1.6463768,1.4888217
1.5870516,1.5560373
1.3766274,1.5022135
1.4190618,1.6539466
1.6452736,1.2709222
1.5972186,1.5447478
1.3071303,1.4489758
1.4079006,1.7210197
1.3779519,1.5052061
1.3127068,1.4711481
1.7667804,1.3175999
1.780451,1.3361286
1.8035971,1.3395572
1.6208261,1.3911833
1.4637868,1.4228811
1.6279279,1.3883312
1.5596663,1.4527217
1.5521824,1.4114776
1.5367327,1.4108739
1.4119945,1.5317248
1.459489,1.5926797
1.5499932,1.645558
1.4579705,1.6702074
1.7548845,1.3230492
1.3994683,1.4623079
1.7475108,1.4506574
1.800782,1.449222
1.653113,1.4938811
1.5535377,1.5282223
1.4610876,1.5131745
1.6338549,1.4864526
1.449712,1.3664535
1.2926539,1.6196618
1.5280437,1.5720065
1.5291387,1.6110319
1.5716131,1.3817474
1.5011213,1.4298527
1.785038,1.4890519
1.3353853,1.4329703
1.6147195,1.4977095
1.1915275,1.4799471
2.0616999,1.5627011
1.6432508,1.4504318
1.7217276,1.3467865
1.3787216,1.4029375
1.6160513,1.3467898
1.3203732,1.4265566
1.3766444,1.6020465
1.6101902,1.469423
1.3566662,1.2452728
1.7585008,1.5341623
1.6994499,1.5223187
1.9196403,1.4766542
1.9196403,1.4766542
1.9069715,1.4911394
1.8796643,1.3855898
1.4853415,1.7471778
1.6163394,1.8131291
1.1510128,1.6383948
1.5008214,1.5377386
1.3862075,1.1370074
1.378089,1.2083389
1.3590777,1.1695424
1.6823434,1.4070234
1.6809589,1.6203735
1.4035308,1.3027493
1.3641735,1.2914867
1.5509071,1.1888593
1.4522971,1.6894964
1.3032471,1.4376388
1.4180255,1.4753616
1.4805411,1.326598
1.4864597,1.3533189
1.4898349,1.3961971
1.8007123,1.3830011
1.3055224,1.5343213
1.549239,1.5297828
1.5415834,1.5481023
1.5300417,1.3194845
1.4097521,1.4158375
1.502724,1.4401405
1.3531244,1.420332
1.6801248,1.3237838
1.6716485,1.311158
1.6647602,1.3370614
1.4701904,1.1818535
1.6625352,1.3358192
1.5328976,1.6525786
1.4879711,1.6827176
1.3681493,1.6881039
1.5113668,1.5469922
1.5563867,1.4150164
1.4920149,1.2445581
1.6414037,1.5677857
1.4629085,1.3091613
1.5914254,1.4322584
1.5864123,1.4293466
1.3347818,1.4250755
1.6305714,1.4824551
1.7411093,1.2709787
1.5713168,1.6485221
1.8010505,1.6411686
1.6682646,1.4059443
1.5267166,1.564806
1.2583654,1.4317743
1.2840104,1.4275262
1.6395224,1.5107187
1.5812752,1.4750639
1.6135707,1.3209937
1.4542092,1.6875726
1.358056,1.2973942
1.5554503,1.3946228
1.5924671,1.2934959
1.4461399,1.4309871
1.71569,1.2881784
1.432962,1.3720293
1.3950721,1.5433455
1.4514394,1.2821817
1.3691019,1.6876062
1.1066043,1.6893188
1.1049826,1.7528688
1.7900777,1.2432761
1.3160021,1.6020417
1.3418983,1.6351278
1.4017936,1.5084302
1.6652708,1.4626207
1.3329592,1.3083458
1.4172026,1.5127817
1.4254553,1.4947746
1.4396333,1.5335075
1.5359904,1.3211492
1.470782,1.4058143
1.6129806,1.4507033
1.68693,1.6153462
1.5846127,1.6973226
1.4419631,1.4494877
1.817995,1.4944924
1.1201899,1.4663911
1.4034795,1.3862926
1.4932338,1.4493843
1.387331,1.464438
1.4239722,1.6583738
1.4170741,1.5081387
1.4624685,1.5425566
1.4455633,1.6533425
1.466378,1.8368396
1.7749302,1.3817087
1.6788558,1.3490129
1.5502723,1.474559
1.5106559,1.4280457
1.3553342,1.5828558
1.5364141,1.4663682
1.6700424,1.3024033
1.4331104,1.4288067
1.608073,1.3126538
1.5031598,1.3397794
1.8435547,1.6614437
1.8863331,1.7193493
1.2848512,1.460427
1.5316379,1.6876264
1.619787,1.4503037
1.5363,1.4137249
1.5619187,1.4947586
1.5440454,1.5077933
1.5520061,1.4964479
1.5579109,1.3674169
1.7149199,1.226154
1.6292515,1.3800321
1.6740503,1.3096455
1.2647276,1.2720608
1.4927098,1.2687185
1.5328528,1.4519972
1.4235938,1.566481
1.4957889,1.4592972
1.5459508,1.5713758
1.6964785,1.602943
1.8112658,1.5075881
1.4487784,1.4084617
1.6862059,1.3183842
1.6850146,1.3309572
1.667648,1.7642307
1.5809085,1.3695147
1.6877328,1.3223649
1.484816,1.1907952
1.3748182,1.7660612
1.3299268,1.637515
1.5470731,1.3850138
1.574914,1.3708116
1.4359778,1.3003814
1.6193873,1.6281687
1.4419695,1.2288064
1.6288629,1.4167819
1.7528707,1.421905
1.7403308,1.4011396
1.6231939,1.5114644
1.5570275,1.3115937
1.5838351,1.3705034
1.4497885,1.3505074
1.7225766,1.5447453
1.3265252,1.661788
1.567986,1.6462641
1.5630882,1.7022767
1.5605668,1.6554494
1.832379,1.5078304
1.6523756,1.6328734
1.5370171,1.39047
1.5583043,1.4736488
1.5838084,1.5341591
1.585141,1.4191259
1.5234959,1.4690776
1.6479236,1.4036164
1.6797069,1.4429743
1.6429771,1.1823658
1.3670198,1.2775263
1.4209428,1.4143802
1.6495738,1.1913875
1.5336094,1.6381559
1.5636654,1.5331228
1.6034391,1.2473025
1.6324487,1.3407958
1.8174968,1.3524814
1.5683067,1.4919943
1.4947602,1.6671997
1.3698585,1.4360175
1.5649419,1.4699528
1.4207892,1.3604822
1.5454359,1.3891932
1.5334935,1.4241743
1.4291235,1.2546211
1.7782575,1.2982726
1.3014816,1.5068151
1.6580454,1.2798011
1.6943415,1.4470825
1.5901693,1.4532137
1.4451506,1.2651188
1.4494405,1.6751543
1.6391455,1.0891526
1.4509498,1.3444428
1.3961908,1.423506
1.6699331,1.5102081
1.5194641,1.5257856
1.4404124,1.422883
1.6299216,1.4882005
1.6313556,1.4056802
1.3295476,1.429043
1.4697294,1.3310938
1.4678063,1.438303
1.6715174,1.426048
1.4352931,1.4559989
1.5674796,1.4144905
1.6720997,1.418668
1.1992756,1.4854252
1.8416358,1.3993527
1.798759,1.3814393
1.6206058,1.375172
1.6067553,1.3588228
1.3607212,1.5609438
1.468862,1.54454
1.5471632,1.4377286
1.4180264,1.4581459
1.1172981,1.6228287
1.1687051,1.5281147
1.7335697,1.6087267
1.6826489,1.3847959
1.5650921,1.2374823
1.4670552,1.5297558
1.435969,1.5452737
1.6749793,1.2923108
1.7417983,1.4452319
1.2080284,1.3456813
1.9664173,1.6277092
1.3218747,1.4516118
1.474009,1.3311962
1.6082964,1.4945178
1.4858687,1.3805976
1.7380375,1.4222329
1.5207063,1.4677235
1.7324731,1.4522203
1.4834299,1.3247008
1.7426927,1.525602
1.5454986,1.4525397
1.4786593,1.3454615
1.5023069,1.3673617
1.3832539,1.3668569
1.719681,1.5639417
1.5016357,1.323091
1.6189514,1.3220811
1.6779282,1.3298349
1.4692324,1.4266263
1.4409446,1.3044647
1.1837399,1.2981195
1.8880005,1.4761667
1.263302,1.3535141
1.719518,1.3606662
1.4341023,1.3550751
1.6517774,1.5178355
1.4715647,1.3632976
1.7432226,1.4502505
2.0123596,1.5242403
1.7185084,1.5385048
1.279191,1.3316209
1.3208971,1.3236462
1.6849992,1.5675442
1.8304353,1.3975598
1.5274645,1.6774056
1.5908774,1.5954783
1.5125917,1.6312156
1.5926507,1.4098018
1.6192222,1.5214514
1.4753444,1.3581147
1.5493523,1.4602263
1.8087908,1.6147372
1.8454486,1.6482508
1.7792298,1.6133723
1.8343332,1.3690332
1.9281666,1.6496036
1.6454808,1.6234493
1.7992336,1.4661219
1.4628739,1.2027866
1.637844,1.4011213
1.6677295,1.8576075
1.695188,1.453526
1.8255166,1.4940318
1.7847228,1.5256118
1.3328211,1.3402798
1.3668051,1.3006842
1.3025928,1.271911
1.2579111,1.2537186
1.5220349,1.7841125
1.389598,1.4274521
1.82398,1.4178846
1.436026,1.4411416
1.652035,1.4070652
1.3990144,1.3629285
1.7235677,1.5120984
1.3481117,1.3605543
1.3683599,1.3157946
1.3916274,1.3173622
1.7148505,1.6382256
1.2195675,1.5551249
1.1712419,1.603164
1.1808846,1.6459037
1.1343107,1.6998692
1.5867263,1.4004937
1.4050305,1.7560805
1.4695085,1.2718548
1.3995564,1.5275109
1.6326748,1.4258857
1.4141313,1.4423578
1.7992866,1.4028308
1.5557811,1.7142389
1.7165428,1.4974942
1.506255,1.7696823
1.5653541,1.7489064
1.809702,1.5987861
1.774531,1.5606549
1.3430798,1.3156002
1.3617868,1.4564797
1.3968213,1.5659047
1.537159,1.3974923
1.5699844,1.3208929
1.6495051,1.4988848
1.5141752,1.3944924
1.5876149,1.4804136
1.4179765,1.3862395
1.7379364,1.4224471
1.850012,1.3412697
1.5362912,1.5780189
1.7345202,1.6145161
1.7939143,1.5850039
1.6355191,1.4448192
1.7038068,1.5226462
1.605762,1.3558189
1.6185803,1.4944446
1.4929737,1.3645122
1.5459548,1.4010615
1.5022837,1.3300428
1.6207453,1.3879795
1.5540172,1.2066727
1.3330357,1.4069324
1.4880321,1.3578174
1.2342678,1.4641731
1.8871427,1.447423
1.3652924,1.5444156
1.7550892,1.3946977
1.7220888,1.3885373
1.6918485,1.5196491
1.421466,1.3631243
1.5267334,1.3648175
1.5371436,1.3414824
1.4924517,1.573634
1.5391113,1.3805004
1.2936797,1.6904299
1.5083681,1.4298618
1.6054561,1.4719088
1.3312571,1.4450026
1.2923038,1.4639261
1.8615075,1.431629
1.2518383,1.4406648
1.8334389,1.4501251
1.3429104,1.3716956
1.3436136,1.4237022
1.6721275,1.4050591
1.6182451,1.2406641
1.6760265,1.4035558
1.6635165,1.4134779
1.3318253,1.4125774
1.709243,1.5150876
1.1943504,1.4351348
1.2956995,1.4650848
1.349588,1.241905
1.325475,1.2284688
1.7892712,1.4989301
1.2879418,1.5284001
1.4659725,1.5663427
1.4546432,1.330888
1.5112712,1.5896156
1.5951701,1.4094821
1.3770809,1.412076
1.6431541,1.4021591
1.5105413,1.4926891
1.4818795,1.4608488
1.6883271,1.3665538
1.4058559,1.5128206
1.6289835,1.4171515
1.36798,1.4678625
1.4827191,1.368792
1.4510583,1.3534102
1.4715762,1.3528742
1.6425601,1.5080926
1.4675429,1.3626435
1.7293394,1.5294384
1.5493971,1.323282
1.2945963,1.389404
1.7709205,1.5838159
1.261533,1.6747162
1.1962609,1.4485793
1.1598724,1.4528584
1.716682,1.4627422
1.730284,1.4722631
1.5912807,1.4902561
1.4252725,1.3228536
1.7117287,1.4801054
1.3678777,1.5745834
1.5394717,1.3239372
1.6492014,1.3752545
1.2471541,1.5171189
1.13686,1.4324646
0.85506356,1.4901164
1.5272932,1.2856982
1.5112294,1.2542198
1.6001242,1.6708364
1.5804697,1.3037746
1.4322798,1.2616191
1.6895596,1.453562
1.6091592,1.4177955
1.8177744,1.4592826
1.6199396,1.5494108
1.4248173,1.4141433
1.3379263,1.568614
1.2926602,1.5112734
1.5340266,1.4161042
1.6875589,1.4406903
1.5328435,1.4083213
1.6623683,1.453732
1.4871687,1.404516
1.6460851,1.3670932
1.3135377,1.5900786
1.6980262,1.2544183
1.2905097,1.4425716
1.474904,1.4386953
1.596188,1.4517995
1.5963184,1.3940707
1.2259693,1.5374856
1.6621499,1.3029282
1.3043137,1.5374177
1.4345889,1.5573925
1.565458,1.498779
1.6843159,1.5009749
1.3748235,1.432272
1.8046305,1.3629448
1.2965809,1.50521
1.2303531,1.4164884
1.1067015,1.40751
1.0179322,1.3944453
1.3286256,1.5043435
1.6006676,1.4321585
1.4682815,1.4826581
1.5997183,1.3837078
1.5046431,1.3353935
1.3117341,1.5643783
1.7629943,1.313866
1.3681403,1.4105208
1.312495,1.526953
1.7367418,1.5362554
1.624034,1.4421632
1.3632383,1.3914149
1.528793,1.654706
1.5943563,1.5879421
1.3357687,1.3656354
1.5115644,1.4765012
1.4466523,1.369469
1.5561539,1.356802
1.5499091,1.5035322
1.637799,1.5334859
1.5069362,1.2820071
1.5838826,1.2427034
1.5269794,1.3470665
1.5845622,1.3325237
1.6979529,1.2829753
1.4007931,1.2200907
1.8902687,1.5760796
1.7008696,1.6319548
1.7461679,1.5671363
1.9445153,1.5073457
2.0434785,1.4771247
2.0047376,1.525749
1.3630111,1.5746578
1.5223117,1.5159676
1.6772023,1.3632367
1.4274299,1.3737743
1.7205008,1.7043978
1.5405172,1.6130471
1.6009834,1.3410684
1.5816578,1.2436181
1.6051084,1.2604767
1.6427623,1.2513354
1.6571319,1.249597
1.7044498,1.2283837
1.9498744,1.7183053
1.3393155,1.5691874
1.426678,1.4320586
1.5967109,1.3731152
1.4784288,1.6374366
1.5454723,1.4929197
1.4436866,1.5470266
1.6928103,1.5478922
1.3564327,1.336719
1.7486731,1.4534135
1.8127968,1.4750102
1.780979,1.4881871
1.6196909,1.468956
1.6196909,1.468956
1.7271119,1.4281886
1.7094316,1.6392822
1.5976583,1.2116838
1.6047589,1.4891486
1.4124398,1.3893971
1.8068565,1.4543471
1.3288604,1.3784122
1.776624,1.492061
1.9449643,1.5796444
1.8739246,1.3976045
1.8648435,1.3894184
1.6527253,1.2978852
1.5368909,1.5849524
1.7720749,1.3502216
1.3508753,1.4263331
1.5164671,1.5501719
1.6397294,1.3356056
1.5984087,1.4101568
1.2723725,1.3694342
1.7549266,1.3938893
1.611244,1.6212124
1.6550292,1.5194255
1.3717598,1.5544623
1.2222012,1.5617483
1.2120059,1.7145787
1.2990578,1.8264384
1.3700724,1.3809497
1.7622861,1.2359344
1.4208518,1.3556089
1.4641771,1.5736108
1.5036293,1.3095384
1.4685796,1.5707889
1.6176914,1.2997857
1.6281359,1.3593817
1.7589874,1.3740028
1.4956086,1.6822913
1.3969784,1.5895517
1.4287078,1.6218396
1.5481577,1.349963
1.5983669,1.4858143
1.5037335,1.3696213
1.496785,1.5185723
1.4937099,1.3771142
1.7776904,1.4926994
1.2924651,1.3209121
1.599463,1.3988008
1.4374518,1.5098474
1.62938,1.4634625
1.8368165,1.2351817
1.3849756,1.6151475
1.4771118,1.3531735
1.5008304,1.3710597
1.5064793,1.396017
1.2837375,1.4234128
1.8099287,1.4397902
1.4247113,1.2505574
1.4088794,1.3112377
1.344404,1.2728224
1.5591465,1.3398609
1.5771661,1.3545145
1.2775782,1.3820078
1.4148029,1.3237965
1.5567055,1.478569
1.3897188,1.4665308
1.5584387,1.5585337
1.3801953,1.6078207
1.6978321,1.2873522
1.3881105,1.5904943
1.449504,1.5672033
1.5710491,1.4737577
1.8814636,1.4566609
1.7642133,1.4039854
1.3192708,1.3120766
1.9248532,1.4551089
1.7190957,1.3167875
1.4945546,1.696018
1.6169975,1.2558701
1.4224521,1.3293288
1.4646754,1.3570307
1.4567261,1.5139709
1.6444598,1.3579515
1.5420456,1.3425665
1.5980977,1.4745795
1.5498706,1.3268397
1.6321781,1.5770501
1.2431101,1.3540663
1.7888982,1.6333361
1.7436868,1.4435477
1.6312457,1.3389568
1.9499488,1.3282003
1.8287816,1.2780565
2.0155506,1.2427962
1.0896698,1.4864511
1.0939267,1.4866385
1.6524713,1.1647173
1.4387386,1.2216167
1.4189434,1.2642293
1.7581912,1.6786425
1.6460788,1.3473717
1.47832,1.3016927
1.6734409,1.4907172
1.5991062,1.3629861
1.6383536,1.4119556
1.5935624,1.4276488
1.5861022,1.4774183
1.7698625,1.3775061
1.705168,1.3866388
1.3847272,1.5217988
1.5678382,1.4079072
1.7121868,1.2519072
1.4664541,1.5762515
1.4598194,1.594466
1.6324401,1.3897612
1.5916424,1.3615603
1.7466934,1.4927526
1.6431156,1.557206
1.8195146,1.4997141
1.6998619,1.4487259
1.5755799,1.4587566
1.4574564,1.3535616
1.4364076,1.3721373
1.5587665,1.4364222
1.556497,1.5491829
1.7675583,1.6982986
1.8361678,1.7276251
1.646625,1.2675658
1.5011743,1.3647984
1.6061751,1.2748162
1.5656234,1.509991
1.4949013,1.5254439
1.4877466,1.5313301
1.7240729,1.4142766
1.1960732,1.2643011
1.5385531,1.4748485
1.5920199,1.3963315
1.4412332,1.4550481
1.4649948,1.4036233
1.449828,1.4383317
1.2880454,1.520766
1.8186551,1.4325869
1.6770077,1.5237612
1.6674255,1.6465847
1.5402602,1.7269013
1.3593533,1.3511243
1.361457,1.4321395
1.5113387,1.5059656
1.6609914,1.5590128
1.477413,1.3922409
1.6160629,1.4656452
1.6605537,1.5111194
1.7402198,1.5497397
1.6294941,1.5718458
1.5486199,1.3782787
1.6594343,1.443004
1.5346954,1.4401604
1.3418952,1.5133071
1.698208,1.4490502
1.7331593,1.6024355
1.4424562,1.6088449
1.565915,1.5294242
1.8631972,1.4242032
1.9007186,1.371494
1.499843,1.3946493
1.6311309,1.4000984
1.4974296,1.3580726
1.1743011,1.5634392
1.1028699,1.5441034
1.0440339,1.5136441
1.2182096,1.8818711
1.576832,1.5730447
1.5599374,1.542197
1.4472065,1.39526
1.5779895,1.421883
1.4944052,1.4692168
1.7502215,1.4101565
0.9554445,1.5772502
0.7730565,1.5189914
0.8348852,1.5331551
2.098898,1.5567334
1.6309743,1.3674443
1.5571558,1.6001678
1.7787259,1.3835479
1.6055937,1.712899
1.4718469,1.4436464
1.6890911,1.4961371
1.4312981,1.6157913
1.5513916,1.3971524
1.6859678,1.3261216
1.9221926,1.3907437
1.438263,1.5580231
