theta_0,theta_1,sigma
0.7636769,0.04728361,1.1668657
0.7310215,-0.24785727,1.1986822
0.7448866,-0.81098866,1.1847959
0.65534705,-0.49665177,1.2301996
-0.30932793,2.3102536,1.1732135
0.89117235,-0.78347254,1.1342524
0.07326008,1.1990559,1.3008152
-0.0929994,2.2535293,1.0860287
0.41875625,0.43043858,1.1525581
0.54440284,0.45926175,1.1617696
0.49862123,0.3912564,1.1720831
0.36101636,0.34156597,1.2989386
0.43614534,1.004673,1.2092302
0.56114846,1.2628788,1.1657264
0.20202234,1.3002269,1.2432185
-0.25663176,1.4799933,1.3540056
-0.06487907,1.9104873,1.0367697
0.15651773,1.1473118,1.2123282
0.045710616,1.7757089,1.1808753
-0.035327148,1.5589967,1.273004
-0.26046562,2.5601127,1.0441264
-0.113073185,1.6560926,1.1798011
0.27255642,1.3392694,1.0945419
0.15105192,1.1866202,1.0709893
0.08696825,0.63254434,1.0673717
0.28475598,0.9738296,1.0638345
0.33093506,0.82153225,1.117427
0.28102335,0.635384,1.0440446
0.21723217,1.7123306,1.1051607
0.6279052,0.3488463,1.0472296
0.6248377,0.18485989,1.2887459
0.7210586,-0.16844893,1.2258564
-0.14878002,2.47568,1.101706
-0.21976653,2.2288103,1.0861661
-0.2724511,2.2080913,1.178654
-0.12585327,2.1672478,1.0403548
-0.22837776,2.4278443,1.0435148
-0.4407709,2.8740883,1.0712583
-0.54434437,3.3484209,1.3202269
-0.036674682,1.4427023,1.3324344
-0.0694074,1.8977838,1.324868
0.0051675183,1.7841679,1.2296195
-0.0012972035,1.7833105,1.0366462
-0.25310308,2.1086278,1.1785095
0.47288665,1.2601901,0.92887723
0.33109042,0.7714262,0.9436377
0.39674786,0.99861276,0.9970483
0.2077306,0.93290573,1.0129344
0.43627006,1.0750501,1.0524333
0.22068954,1.2439213,1.0924935
-0.17221053,1.7096328,1.180422
0.57784367,0.7348872,1.1184084
0.48722136,0.81731504,1.1351261
0.29076144,1.1406882,1.1045213
0.39037448,1.1247439,1.0688945
0.42997864,0.6373852,1.1000186
0.08250185,1.8255976,1.1531188
-0.01109352,1.7195611,1.062037
0.40825883,0.9023111,1.1794498
0.30692348,0.77636653,1.2640936
0.25770885,2.0291922,1.2588128
-0.24081235,1.4141773,1.0529095
0.3810541,1.7644452,1.2848935
0.16655219,1.0417284,1.2601547
0.45937935,0.76311284,1.1243634
0.29720187,0.8970251,1.0956705
0.035742942,1.6004761,1.0414557
0.91269296,-0.2532638,1.0537286
0.6566833,-0.22967982,1.0740966
0.80399996,0.123934604,1.0709739
0.6937583,0.080393344,1.108123
0.51658076,0.4704621,1.0183485
0.20667274,1.156819,1.0547545
0.31886303,0.9562824,1.1276772
0.32322603,1.1163645,1.1016643
0.66274756,0.40211496,1.1381457
-0.054562733,2.146551,1.1629257
0.45160076,1.1305842,1.1549227
-0.045412518,1.3241678,1.190372
0.560907,0.88793707,1.1636857
0.01438452,1.4846698,0.99812895
0.09286926,1.5669153,1.0056198
0.2724559,0.95841885,1.3333213
0.3163404,0.9331138,1.1872545
-0.123159625,1.976612,1.2035238
0.43770668,1.2521806,1.1369058
0.72001725,0.27040082,1.332834
0.8031526,0.30284545,1.2825705
0.3974001,0.9257825,0.9652547
0.29968995,0.7275275,0.9953073
0.21715195,0.5033931,1.000033
0.24542223,1.566845,1.200788
0.30551758,1.641796,1.2039392
0.43620715,1.3177316,1.0532241
0.26533434,0.88338435,1.0695115
0.83924496,0.04576486,1.202173
0.6121334,0.05145318,1.1906747
0.49334684,0.75314707,1.2035565
0.053694874,1.4882578,1.0394399
0.29990834,1.120427,1.2011849
-0.17104633,1.4288183,1.1219468
-0.101011,0.9893361,1.13402
0.12648691,1.7390944,1.0027779
0.54636335,1.0362263,1.236542
0.27023584,1.5694472,1.015275
0.30239943,1.1069449,0.94425964
0.6625896,0.256307,1.237834
-0.026542109,1.9711957,0.9450136
0.5140466,0.19373508,1.2414385
0.5210186,0.1860308,1.2488745
-0.25185928,1.6606619,1.2125392
-0.25185928,1.6606619,1.2125392
-0.1019566,2.0767698,1.1416814
0.06421459,1.5159833,1.1529126
0.14372149,1.9294974,1.108095
-0.0047787335,1.1995618,1.1283395
0.8103282,0.3627526,1.2799407
0.41377538,0.19325556,1.3750725
0.42322966,0.17329174,1.3899297
0.39165127,0.75829977,0.9229703
0.4387139,0.50023156,1.1882771
0.21981224,1.3664111,1.2262996
-0.19029357,1.9322344,1.133885
-0.050630294,1.621315,1.1452683
0.06545092,1.4533694,1.1421468
-0.1909788,1.4490763,1.276787
-0.29445654,1.1795639,1.2418591
0.28861308,1.7075636,1.1658105
0.09721684,1.3065335,1.0899397
0.26738074,0.8803024,1.3674242
0.26807347,0.9287891,1.5795181
0.34550261,0.51754934,1.2153387
0.10946922,1.4483098,1.2187576
-0.13285284,1.8085297,1.061263
0.5571176,0.8205901,1.0097692
0.07951897,0.9512239,0.93027794
0.4220912,1.2618668,1.020408
0.19522253,1.2694054,1.0728675
0.11280202,1.5932659,1.0438294
0.4317968,0.8614108,1.2937169
0.53120613,0.4743197,0.9702654
0.4423635,0.7338335,0.8829809
0.31480423,0.7731993,0.8716623
0.34473726,0.83079135,0.91949725
0.5709867,0.39769432,0.96613514
-0.10003073,1.7312263,1.1944354
0.5986176,0.76497376,1.1100221
-0.10998622,1.4144894,1.1500554
0.03402238,1.6945206,1.1389934
0.18640149,1.8145398,1.138443
0.50375193,-0.07130147,1.2167137
-0.028977724,1.3981991,0.9904311
-0.07912447,1.9428167,1.2347757
0.608559,0.17941537,1.0401316
0.5534778,0.7813602,1.2017022
-0.29803726,1.8177149,1.0426831
0.16886456,1.6878555,1.0245793
0.7031045,-0.8910857,1.413292
0.8531422,-0.86516017,1.3214779
0.8737287,-1.0426431,1.319531
-0.49366072,3.0133321,1.1472352
-0.41387427,2.6928256,1.1171864
0.34876382,0.8551922,1.1352471
0.051289655,1.6132501,1.2213383
0.42140287,1.6329852,1.1610148
0.33161443,1.2932924,1.1331826
0.269746,0.6873227,1.1854215
0.07112254,1.2373515,1.1605122
-0.42216742,2.7987254,1.2002892
0.12696713,1.2837454,1.2108667
0.2010287,1.3540446,1.1386443
0.023734974,1.1473838,1.2196285
0.20424652,1.4899071,1.1460772
0.20395945,1.1429489,1.1563821
-0.0013563486,1.834769,1.2085276
0.14473219,1.2486063,1.248627
-0.0025227808,1.6319193,1.0584089
0.109406985,1.8530824,1.0574015
0.087319374,1.7375807,1.0594807
-0.017506741,1.4613158,1.1331832
0.6797788,0.51351315,1.0348264
0.31406096,0.848003,0.9770154
0.30359787,1.299806,1.2158731
0.092741735,1.3393499,1.1793369
0.013776418,1.2620431,1.1641583
0.29571828,0.507167,1.1605715
0.38435113,0.71581215,1.1012958
-0.32814685,2.7035792,1.1088288
-0.3834263,2.4062276,1.3147871
0.13029581,1.829902,1.4149257
-0.124733,1.512409,1.1167166
0.0957992,1.7138411,1.1465535
0.12412339,0.7227942,1.2420086
0.19764063,1.1274034,1.1267881
0.61537737,0.9423455,1.2488959
0.3383816,0.37393504,1.0117683
0.76537937,0.71739966,1.37099
0.64792335,0.25288627,1.4155872
0.68823606,0.218936,1.1652972
0.51018727,-0.0833361,1.2421548
0.15787739,1.727171,1.3237509
-0.16317436,1.973747,1.3435998
-0.17059931,1.9603934,1.3925376
-0.13857342,1.9719069,1.3803177
0.0127476705,1.6331391,1.3218291
0.230926,1.1776361,1.1632963
0.4566776,1.2214179,1.1486452
0.08218786,1.8422077,1.1677117
0.31964326,0.922023,1.048244
0.3504401,0.7294297,1.1125102
0.15300192,1.1638416,1.2009273
0.31244183,1.5612481,1.2533082
0.045632236,1.626579,1.1283338
0.2776896,1.5872736,1.2246414
0.34659046,1.6322049,1.220203
0.18282266,0.90157527,1.1809027
0.0036030656,2.204147,1.0099813
0.5228551,0.5899639,1.3325027
0.4126387,0.721061,1.3591286
0.5560284,0.36367804,1.2819011
0.31917375,0.8669412,1.0219152
0.00087667117,1.4008267,1.049675
0.22813445,1.5010716,1.3124439
0.025615495,1.415524,1.2153925
0.21819192,1.3265575,1.0689842
0.14097065,1.2466196,1.0517311
0.32964,0.7718802,1.0743389
0.27200094,1.3775849,1.1297249
-0.024327489,1.1842238,1.2148135
0.116717406,1.8079675,1.24091
0.042068787,1.2617383,1.1221956
-0.048532926,1.2665069,1.2032968
0.45077303,1.4082664,1.2175558
0.36423483,1.1980304,1.3148186
0.22191536,0.87815815,1.0255915
-0.05486946,1.8570201,1.1005731
0.18106349,1.6699835,1.2409148
-0.23091769,1.9494715,1.166926
0.13476284,1.6413087,1.2420044
-0.031449396,1.646357,1.1831028
-0.16899127,2.3637497,1.0171148
-0.11401154,1.7046738,1.1018672
-0.13406609,1.9556018,1.1970414
-0.09444363,1.8481413,1.1176739
0.07184671,2.0459838,1.1432867
0.09045276,1.1743566,1.1215787
0.45441967,0.28341416,1.1672615
0.5238873,0.7753021,1.1691961
0.38171092,0.70904624,1.2869129
0.44016638,1.055211,1.3032801
0.110004395,1.4092216,1.1535482
0.21353586,1.4144007,1.1600896
0.316971,0.7367699,1.0776654
0.43965837,0.8250687,1.0119507
-0.07782979,2.107967,1.1525637
-0.11287319,2.0118144,1.1685613
-0.13771486,1.9487754,1.1721779
-0.08994603,1.6330023,1.1234388
0.02830063,2.1339014,1.1511626
0.21392001,1.4106063,1.1829431
0.1561564,1.4928188,1.0381379
0.11759375,1.313473,1.1470206
0.057149712,1.1290655,1.0559652
0.2251758,1.4381125,1.1081418
-0.27134445,1.6513982,1.1479214
-0.19725135,2.0484781,1.1915476
-0.34519997,2.3089411,1.1332155
0.631173,0.6336272,1.2180743
0.53826076,0.79289615,1.340306
0.3946004,0.8142401,1.2977874
-0.0028506382,1.9853582,1.1543773
-0.007890588,1.6189561,1.1810868
0.039029516,1.9872268,1.0731525
-0.064288445,2.504946,1.0666897
0.06605006,1.2505106,1.0996641
0.3868994,0.45308477,1.1950055
0.12523259,1.6162801,1.2050701
0.42082837,0.5263681,1.103193
0.097783424,1.1575073,1.1151263
0.75004697,-0.08899014,1.135065
0.5742534,0.27430668,1.2590765
-0.09484426,1.9060628,1.0338038
-0.11933212,2.1808076,1.0632241
0.6097352,0.087822706,1.2267562
0.26981738,0.9486476,1.1364759
0.7623277,0.45422,1.2204692
0.6693011,0.15521035,1.2414857
0.43993413,0.47180745,1.0081223
0.5259407,0.7143737,1.1268215
0.29222372,0.79789937,1.0605766
0.5955268,0.08786531,1.0692933
0.75415534,0.04003872,1.0557023
0.466294,0.38975027,0.9816527
0.5338704,0.5418948,0.9546857
0.48777223,0.59718853,1.1153318
-0.19113934,2.1311896,1.0644946
0.26435113,1.0517576,1.2865356
0.22588123,0.9638554,1.2593639
0.6209066,0.53733087,1.2957492
0.2772876,0.33207563,1.3866234
0.7050026,0.525582,1.1342884
0.4054865,0.5555708,0.95282906
0.39595273,0.5909812,0.9571896
0.31350726,0.98632777,1.2449266
0.23460785,1.1005174,1.0819236
0.5521886,0.41563323,1.1264026
-0.22070168,2.2199543,1.1086426
-0.118659906,1.9286367,1.1252447
0.132322,1.2854383,1.122312
0.09115646,1.641973,1.1792034
-0.24483258,2.0182052,1.213609
-0.10015509,2.241502,1.2096865
0.2275209,0.9038759,1.1142075
0.3358515,1.1035179,1.1300565
0.34376797,1.0387088,1.186352
0.2204734,0.94646406,1.0669122
0.3696091,0.5522166,1.067643
0.27076784,0.9882249,0.98764664
0.1104665,1.4906623,0.98427004
0.24268249,1.6449133,0.86577743
-0.11969878,1.629569,1.1431577
-0.42220283,2.3181746,1.0218388
-0.30209932,3.1440163,1.0679963
0.043494392,2.2909207,1.2288191
-0.10920187,1.6003578,1.2498116
-0.07527486,1.704236,1.235428
-0.11511743,2.2719023,1.2858665
-0.14515561,2.2787538,1.1049747
-0.33507678,2.3485096,1.1650075
0.019772023,1.8838938,0.982959
0.46076176,1.1500255,1.0776002
0.3097036,0.81649876,1.1001803
0.44882935,0.6864923,1.256053
0.24180165,1.2178503,1.1787338
0.21014819,1.0781882,1.1544474
0.5252575,0.8574761,1.2070625
0.31135046,0.39480212,1.1500508
0.45225117,0.6596262,1.1255082
0.17990787,0.9565573,1.2992883
0.13312338,0.8986066,1.2987658
0.55176413,0.73935837,1.1585138
0.17426492,1.6327243,0.9886601
0.11992615,0.998009,0.98344344
-0.5100381,2.469142,1.1694877
-0.36404276,2.7627668,1.169271
-0.49130026,2.970496,1.1611272
-0.105701245,1.874146,1.3586063
0.093602374,1.6081005,1.2538093
0.07426894,1.4952044,1.2760828
0.27732417,0.78738755,1.1566753
0.06380545,1.8133423,1.1682078
-0.05241345,1.9032604,1.165529
-0.020959465,1.5499544,1.0348111
0.30283445,1.2531147,1.1923347
0.039932087,1.7951572,1.1968255
0.14910686,1.4486117,1.0424844
0.33955064,1.7271317,0.99424654
-0.032915555,1.3253148,0.99921185
0.12112863,1.6794019,0.9662741
-0.22706944,2.5198267,1.0215583
-0.2875495,2.1542313,1.0060451
-0.0781616,1.8574435,1.013904
0.18155672,1.4294245,1.1043583
0.38061205,0.7166165,1.1315689
0.40966013,0.7014123,1.1159588
0.015121767,2.185875,1.2047468
-0.004368627,1.2313372,0.97911566
0.32435444,1.7361158,1.0065383
0.30516204,1.9141886,0.99586564
0.015598804,1.1840904,1.0949715
-0.19190465,2.2831755,1.1443464
-0.5127529,2.7663414,1.3087788
-0.0068325163,1.3803222,1.444351
0.07853684,0.79796326,1.4391017
0.022044608,1.6402181,1.3540394
0.052932315,1.6269317,1.0843132
0.13406228,1.6740278,1.0931073
0.57530344,0.6654838,1.2860289
0.38359526,0.86517537,1.1669477
0.3932733,0.757727,1.0696484
0.061612975,1.3466778,1.1266441
-0.1335797,2.14547,1.2171005
0.14763017,1.1427681,1.0344095
-0.008627123,1.4188212,1.0835861
-0.032644387,1.4142053,1.0619335
-0.07719755,1.3649606,1.0770341
-0.0891031,1.8910756,1.1165619
-0.00054810825,1.3498583,1.000198
0.4290599,1.0158299,0.98079586
0.5543787,0.64485216,1.4313111
0.32026562,0.67923486,1.2991734
0.19918178,1.5144758,1.1028366
0.115893245,1.6717374,1.024045
0.07188454,1.788267,1.2667959
-0.18250518,1.9547391,1.2057762
0.050475944,1.6877308,0.9745596
0.16415678,1.5948398,0.9960643
-0.035473924,1.3915005,1.0000744
-0.54778254,2.3128273,1.2477574
-0.26508966,2.6727371,1.3656043
-0.24159591,1.9287542,1.5235379
0.5823855,0.5606896,1.1713749
0.54203624,0.2681264,1.2014034
0.42020443,0.4944519,1.2819338
0.53070295,0.8910641,1.2226474
0.1651413,0.70984143,1.2248682
0.086024225,2.0928583,1.3217294
0.03810516,1.469732,1.265494
0.004826175,1.329331,1.2893188
0.06671813,1.9308559,1.1454993
0.010151069,1.378419,1.0366681
0.313084,0.67144483,1.1771712
0.1759348,1.3652118,1.3018517
0.01527601,1.6417955,1.0429504
0.52893656,1.1164805,1.2943559
0.33661866,1.1506662,1.3100215
0.27088898,1.4469968,1.331099
0.075461395,1.8737372,1.0155497
-0.082818426,1.4112964,0.9292056
-0.00037392252,0.9703163,1.3455906
0.061938815,2.3680503,1.1201804
0.32210216,1.6063527,1.0470799
0.29940084,1.262678,1.1282325
-0.118640535,1.3225857,1.1887717
0.48310432,1.4864146,1.1491945
0.49574846,0.08369652,1.2544386
-0.1038065,1.8829114,1.0629127
0.28323528,1.2564739,1.04538
0.27046788,0.9195116,1.0953946
0.02647329,1.5457873,1.1116987
0.3661072,0.8957613,1.1054851
0.21931332,1.064437,1.138729
0.048720784,1.828366,1.2511735
0.22412413,1.118684,1.2094365
0.7281003,0.034677092,1.265659
0.62251157,0.0033427093,1.288177
0.14342164,1.0880677,1.0955949
0.16161948,2.0039752,1.0539951
-0.17806949,1.4229692,1.2584996
0.38490912,1.4823099,1.050905
0.30246127,0.5013512,1.0647206
0.6699946,0.14947583,1.250063
-0.37454996,2.3016558,1.142754
-0.09846923,2.205494,1.2089487
-0.036174897,2.45078,1.1850072
-0.2988991,1.2578021,1.2232226
0.46455175,0.8857031,1.1426582
-0.34677446,2.4087262,1.0554882
0.45661366,0.7582124,1.170907
0.37967262,0.7786742,1.092815
0.15813938,1.2448752,1.0103179
-0.008845005,1.3882215,1.0301108
0.059750397,1.9924804,1.2405846
-0.29234672,2.3806908,1.0161829
-0.17436898,2.1587281,1.0319668
0.56703657,0.6121771,1.1017525
0.55459034,0.3312916,1.1261665
0.30248278,1.2736573,1.050871
0.33153832,1.3610404,1.0709816
0.36512095,1.4034876,0.9842267
0.17926534,0.920536,1.0658236
0.086185984,1.0798383,1.1355529
0.14186701,1.3727876,1.0520326
0.32062855,1.0634655,1.1198668
-0.040616546,1.4504377,1.0569855
0.26183832,0.5910545,1.1396238
0.2550416,1.3253665,1.0331815
0.45992494,0.7347277,1.1312454
0.35665756,0.56354666,1.1245631
0.39640275,0.98359793,1.1935885
0.42912707,0.89252067,1.1050522
0.101396106,1.5630147,1.1082577
0.14188832,1.234925,1.1985883
0.008823391,1.7925131,1.0362341
0.0029964997,1.9168662,1.0332958
0.05405247,1.8737034,0.9309912
0.14839542,1.4489524,1.2129941
0.11514184,1.3838999,1.0146132
0.0392462,1.6339611,1.1499301
0.46553257,0.6278568,1.1311013
0.36352736,0.71196914,1.1086624
0.0066235783,1.8918245,0.9775938
0.5133903,0.711974,1.2118218
0.68509346,0.22548476,1.0405761
0.7168384,-0.2762647,1.0515558
0.8590275,-0.35185245,1.0959996
0.7567225,-0.22026213,1.0556715
0.20863505,1.0696766,1.172211
0.23053284,1.2249874,1.075015
0.32644096,1.4786853,1.2135386
0.15057848,1.5572436,1.1683884
0.341345,0.90704685,1.0927682
0.21057612,1.2735753,1.1074932
0.20988965,1.325358,1.1285437
0.014732123,1.5303397,1.107469
0.48179808,0.47053903,1.0809731
0.37797466,0.8361291,1.0675488
0.08287607,1.527385,1.2188333
-0.1351181,1.9333605,1.0171958
0.5748762,0.11260687,1.211498
0.16443576,1.497149,1.1144127
0.28200075,1.6301018,1.0601139
0.4395923,0.8342028,1.1336813
0.13986735,1.1996872,1.1194011
0.11029245,1.627247,1.2178758
0.23602404,2.0042226,1.2653048
-0.071789965,1.653481,1.2561805
0.11720616,1.4463631,1.0172527
0.590438,0.30752483,1.0969009
0.036038786,2.2112453,1.1049958
0.0030198717,1.8600045,1.0852894
-0.1443024,2.482668,1.1693269
0.37375817,1.0641255,1.0747621
0.37375817,1.0641255,1.0747621
0.15993227,1.0844985,1.2001746
-0.042044774,2.12231,1.3260698
-0.33025268,2.2073715,1.2618723
-0.28910202,2.8575306,1.1108366
-0.28854543,2.178346,1.1798177
0.6425852,-0.15204836,1.0708377
0.80909014,0.016086053,1.2122014
0.5032255,-0.03169509,1.3736304
0.35062245,0.39184767,0.9842211
0.59174865,0.68128765,0.98062634
0.32778975,1.1298232,1.332136
0.17398205,1.6021526,1.0210166
0.040299688,1.5164983,1.0931596
-0.10957507,2.0502174,1.0376116
-0.034611125,1.9397475,0.90254104
0.21030183,1.3546381,1.3409513
0.4826857,0.7307022,1.2673799
0.52348363,0.7725365,1.2714471
0.34176695,0.54970694,1.2670763
0.42286986,1.1011941,1.0359894
0.58564556,0.761652,1.1299388
0.46948624,0.5501994,1.1583264
0.26571485,0.7015758,1.1671076
0.24585098,1.5295398,1.0874566
0.24585098,1.5295398,1.0874566
0.28178155,1.6135008,1.1193876
0.18902099,0.8527582,1.0809076
0.3555337,1.3108814,1.1538571
0.3504796,0.9302144,1.1362875
0.08523384,1.5927027,1.0991216
0.03723566,1.4401084,1.0943339
0.22807075,1.6539414,1.1357169
0.05623147,1.3870978,1.1365874
0.10419408,1.5041426,1.0793812
0.28109404,0.90196687,1.1419084
0.10973613,1.4884727,1.0241456
0.009095703,1.7321055,1.2307192
-0.05951728,1.7546246,1.2725191
0.064814545,1.6154562,1.4572964
-0.08551553,1.5322373,1.4267366
-0.30291858,1.3253673,1.3846456
0.2410141,2.0820675,1.3187611
-0.03114066,0.90919703,1.0979669
-0.26108435,2.775997,1.0798903
0.09215701,1.8699287,1.0285625
0.5742053,0.21175227,1.2726932
0.40317133,0.87577736,1.1761038
0.19173306,1.1258357,1.1287754
0.42882833,0.8856942,1.146996
0.29372272,1.2291803,1.0170438
0.4838905,1.036724,1.2167735
0.29320318,0.92789024,1.0848545
-0.058164857,1.8526663,0.9635625
0.10200989,0.7261891,1.313942
0.18359002,1.2670493,1.0429132
0.4975777,0.6296295,1.2249897
0.26441118,0.95995545,1.1259693
0.2668322,1.0890437,1.0404862
0.21638656,0.95927435,1.0893415
0.30204833,1.3959756,1.1099968
0.06441554,1.552952,1.183578
-0.0029560588,1.6223149,1.2643621
-0.48679328,2.948394,1.1449212
-0.13328694,2.0872846,1.216756
0.53421664,0.4505134,1.1878479
0.26775467,1.2709491,1.2946519
-0.018633073,1.5694178,0.98080945
0.11930882,1.3961452,1.194606
0.39941734,0.692434,1.0954944
-0.2118399,2.1130052,1.0907773
0.32084376,0.7757468,1.1154429
0.63946164,0.33385098,1.1509311
0.20881967,1.064881,1.0892293
0.44304395,0.65620524,1.1392753
0.5408983,1.0648373,1.3822782
0.4283618,0.9586098,1.3438435
0.74901605,-0.3161538,1.0766734
0.609441,0.21359658,0.9803131
0.28546718,1.0560749,0.8756628
0.4413392,0.5760197,0.9582818
-0.039833058,1.6694485,1.1433425
0.3331926,1.0978948,1.0763799
-0.0021851172,2.094322,1.0578271
0.008132371,1.4923476,1.1286911
-0.006967369,1.9473281,1.2146055
0.07789797,1.7868981,1.0633812
-0.022606334,1.5939372,1.1574003
0.627035,0.37188995,1.0712054
0.347258,0.75925803,1.0309691
0.6087321,-0.09134705,1.0818081
0.6383585,-0.316988,1.0936825
0.44811618,1.1219872,1.183666
0.2082366,1.1249529,1.1408503
-0.48434824,2.69366,1.1088414
0.0804019,2.30567,1.0764858
0.30202958,1.4414263,1.3679588
0.030350437,1.5121598,1.3067055
0.042597845,1.4450986,1.3402283
-0.26980513,2.27271,1.0000011
-0.034749333,2.058845,1.2273518
0.4966269,0.9893743,1.0342776
0.5092004,0.32405275,1.1750336
0.04746435,1.806025,1.1612711
1.0711534,-0.6526619,1.1623781
1.0535734,-0.66161233,1.2435212
0.43042767,0.47925803,1.2285539
0.7299519,-0.22180814,1.2086697
0.7740871,-0.11762329,1.0186237
0.636607,0.24968997,0.8622788
0.28944957,0.93859637,0.8434365
0.06296103,1.271597,0.90456915
0.020261547,1.4309744,1.3170265
0.20061202,1.2025207,1.2341958
-0.19239983,1.9327836,1.2233843
-0.251363,2.0797603,1.1855953
-0.37437865,1.8898271,1.0840725
0.17955291,1.9860733,1.1290749
-0.054177683,1.2326213,1.0738136
0.21711968,1.148437,1.1210465
0.15710177,1.263496,1.2876486
0.110658534,0.9698427,1.2664908
0.82639,-0.3888694,1.1710787
0.76115334,-0.07132696,1.2276063
0.6532722,0.12467361,1.0831499
0.57950616,0.32892346,1.023761
0.14576416,1.6221293,1.025245
0.5436264,0.96833414,1.1319627
0.23557268,0.93893856,1.1718647
0.6561026,0.16963507,1.2244401
0.69008744,0.055507276,1.2125026
0.53587335,-0.058101565,1.1977522
0.44997886,0.9198924,1.2203879
0.013801019,1.5956497,1.1186558
0.17222674,1.8231632,1.1350801
0.15936811,1.6034176,1.2458907
0.17115842,0.59254396,1.1191399
0.49092406,0.8919799,1.2006625
-0.21450607,2.4975638,1.1154928
-0.18998897,2.5511367,1.1114068
-0.18064375,2.4408867,1.1117346
-0.40489638,2.2177374,1.0988874
-0.44197208,2.125587,1.1106993
-0.062113907,2.2923412,1.067001
0.52850366,0.87293243,1.2922482
0.32309452,0.4877945,1.2398449
0.80062616,0.18796898,1.140353
0.13296096,1.9290818,1.1676604
0.6036646,0.843376,1.1317444
0.30545434,0.7060093,0.9751492
-0.0033681586,1.4828373,1.1065683
0.19210127,1.4517776,1.0277427
0.2829146,1.5602189,1.0680773
-0.16788924,1.2151053,1.0973214
0.24741566,1.9171101,1.1388305
0.08736735,1.0711267,1.1356035
0.1793504,1.244602,1.0929434
