alpha,beta_Dnorm,beta_CEI
-9.818282,5.662256,1.2216843
-9.661894,5.7025976,1.1698678
-9.492334,5.4217825,1.1963682
-9.307018,5.342469,1.1363916
-9.013311,4.4608707,1.1349446
-8.74993,4.5542917,1.0960755
-7.6051726,2.5740466,1.1248744
-8.026551,2.752381,1.3619031
-7.9923954,2.8290892,1.3677711
-8.103467,2.5771592,1.3569045
-8.30645,2.9932768,1.3071798
-10.500004,7.2325754,1.090768
-10.50124,7.2883897,1.0928851
-8.792115,4.3619227,1.2366567
-9.055392,4.6132545,1.1439679
-9.703154,5.8734026,1.1197107
